ISBN 13,Title of the Book,Author/s,Book type,Original Price (RRP)($),Discounted price($),ISBN-10,Published Date,Publisher,No. of Pages
9781101626481,Return to Tradd Street,Karen White,ePUB,20.57,16.9917%OFF,1101626488,2014-01-07,Penguin Publishing Group,352
9780297860709,The Second World War,Antony Beevor,ePUB,19.99,,297860704,2012-06-07,Orion,736
9780241341155,Digital Minimalism,Cal Newport,ePUB,15.99,,241341159,2019-02-05,Penguin Books Ltd,184
9780761187158,book not found,,,,,,,,
9780993283222,book not found,,,,,,,,
9780755373208,book not found,,,,,,,,
9781101539705,Your Money or Your Life,Vicki Robin,ePUB,25.7,20.9918%OFF,1101539704,2008-12-10,Penguin Publishing Group,368
9780330469449,book not found,,,,,,,,
9780141911540,The Ball is Round,David Goldblatt,ePUB,19.99,,141911549,30th August 2007,Penguin Books Ltd,992
9780307272300,book not found,,,,,,,,
9780141967455,A Murder of Quality,John le Carré,ePUB,15.99,,141967455,2011-05-26,Penguin Books Ltd,192
9780857863607,The Living Mountain,Nan Shepherd,ePUB,21.08,16.9919%OFF,857863606,2008-11-15,Canongate Books,108
9780857083739,The Art of Being Brilliant,Andy Cope,ePUB,16.99,,857083732,2016-05-18,Wiley,216
9780141978628,The Body Keeps the Score,Bessel van der Kolk,ePUB,18.99,,141978627,2014-09-25,Penguin Books Ltd,256
9780241974544,Troublesome Words,Bill Bryson,ePUB,15.99,,241974542,2015-06-02,Penguin Books Ltd,256
9780141918440,The Red Room,Nicci French,ePUB,15.99,,141918446,2008-03-06,Penguin Books Ltd,448
9781370889785,A Manor in Cornwall,Laura Briggs,ePUB,0.99,,137088978X,2017-04-03,Laura Briggs,
9781101619292,book not found,,,,,,,,
9781405927154,book not found,,,,,,,,
9780486811246,book not found,,,,,,,,
9780241966174,'Rommel?' 'Gunner Who?',Spike Milligan,ePUB,14.99,,241966175,2012-12-13,Penguin Books Ltd,208
9780141908335,Don Quixote,Miguel Cervantes,ePUB,14.99,,141908335,2003-01-30,Penguin Books Ltd,1056
9780857076748,book not found,,,,,,,,
9780857896766,Rome's Executioner,Robert Fabbri,ePUB,5.99,,857896768,2012-05-01,Corvus,300
9780786747429,Getting Past Your Breakup,Susan J. Elliott,ePUB,13.99,,786747420,2009-05-05,Hachette Books,272
9780748109289,Book Of The Dead,Patricia Cornwell,ePUB,11.99,,748109285,2008-09-04,"Little, Brown Book Group",400
9781405918664,Day of the Dead,Nicci French,ePUB,15.99,,1405918667,2018-07-12,Penguin Books Ltd,320
9781407054735,book not found,,,,,,,,
9780571321834,Zed,Joanna Kavenna,ePUB,13.19,11.99,571321836,2019-07-02,Faber & Faber,288
9781405918800,book not found,,,,,,,,
9780842308243,book not found,,,,,,,,
9780241327746,After the Party,Cressida Connolly,ePUB,15.99,,241327741,2018-06-07,Penguin Books Ltd,304
9780345534460,The Garden of Happy Endings,Barbara O'Neal,ePUB,11.99,10.99,345534468,2012-04-17,Random House Publishing Group,
9780748113293,Cat's Eye,Margaret Atwood,ePUB,11.99,,748113290,2009-09-03,"Little, Brown Book Group",432
9780951951729,book not found,,,,,,,,
9780755394586,Husbands,Adele Parks,ePUB,11.99,,755394585,2012-03-29,Headline,368
9780575105843,The Alloy of Law,Brandon Sanderson,ePUB,12.99,,575105844,2011-11-10,Orion,336
9781101609798,Who Buries the Dead,C. S. Harris,ePUB,11.72,10.99,1101609796,2015-03-03,Penguin Publishing Group,352
9780755379958,Neverwhere,Neil Gaiman,ePUB,11.99,,755379950,2010-11-11,Headline,271
9781402798801,book not found,,,,,,,,
9781405933131,book not found,,,,,,,,
9780755380022,Stardust,Neil Gaiman,ePUB,12.99,,755380029,30th September 2010,Headline,300
9780748122974,book not found,,,,,,,,
9781405518055,Jamaica Inn,Daphne du Maurier,ePUB,12.99,,1405518057,2012-06-07,"Little, Brown Book Group",320
9780575123151,book not found,,,,,,,,
9781401954741,It's Not Your Money,Tosha Silver,ePUB,19.06,15.9916%OFF,140195474X,2019-02-05,Hay House,
9780241019191,book not found,,,,,,,,
9781405942386,book not found,,,,,,,,
9780709095149,book not found,,,,,,,,
9780141962306,Percy Jackson and the Last Olympian,Rick Riordan,ePUB,12.99,,141962305,2009-05-05,Penguin Books Ltd,368
9781401395421,book not found,,,,,,,,
9781101620380,Fever,Maya Banks,ePUB,10.27,9.99,1101620382,2013-04-02,Penguin Publishing Group,1
9780307952219,"Finding Ultra, Revised and Updated Edition",Rich Roll,ePUB,25.7,20.9918%OFF,307952215,2012-05-22,Harmony/Rodale,
9780060826734,book not found,,,,,,,,
9780544456846,book not found,,,,,,,,
9781405909730,The 7th Victim,Mary Burton,ePUB,15.99,,1405909730,2013-03-14,Penguin Books Ltd,432
9780241334157,book not found,,,,,,,,
9780297869887,Do No Harm,Henry Marsh,ePUB,11.99,,297869884,2014-03-13,Orion,320
9780141986395,"Goodbye, Things",Fumio Sasaki,ePUB,15.99,,141986395,2017-04-11,Penguin Books Ltd,288
9780698190214,book not found,,,,,,,,
9780544838307,The Whole30's Food Freedom Forever,Melissa Hartwig Urban,ePUB,12.99,,544838300,2016-10-04,HarperCollins,
9780575088078,The Wise Man's Fear,Patrick Rothfuss,ePUB,12.99,,575088079,2011-03-01,Orion,1008
9780749020200,A Stranger in Honeyfield,Anna Jacobs,ePUB,14.38,12.9910%OFF,749020202,2016-02-16,Allison & Busby,300
9781405520591,book not found,,,,,,,,
9780755393954,Brothers in Blood (Eagles of the Empire 13),Simon Scarrow,ePUB,11.99,,755393953,2014-10-09,Headline,448
9780748112555,Breaking Dawn,Stephenie Meyer,ePUB,11.99,,748112553,2009-02-26,"Little, Brown Book Group",768
9780544464964,Real Baby Food,Jenna Helwig,ePUB,29.69,23.9919%OFF,544464966,2024-02-27,HarperCollins,208
9781407070605,Through a Glass Darkly,Donna Leon,ePUB,15.99,,1407070606,2010-05-25,Random House,352
9780748112562,Beyond The Shadows,Brent Weeks,ePUB,12.99,,748112561,2009-06-11,"Little, Brown Book Group",736
9780141903736,Charlie,Lesley Pearse,ePUB,15.99,,141903732,2006-07-06,Penguin Books Ltd,704
9780547773995,book not found,,,,,,,,
9780141923475,Of Mice and Men,Mr John Steinbeck,ePUB,15.99,,141923474,2000-09-07,Penguin Books Ltd,144
9780141914732,Golden Buddha,Clive Cussler,ePUB,14.99,,141914734,2012-07-05,Penguin Books Ltd,544
9780748128624,The Traitor Queen,Trudi Canavan,ePUB,12.99,,074812862X,2nd August 2012,"Little, Brown Book Group",592
9780722538074,How to Talk to Anyone,Leil Lowndes,Paperback,24.99,21.7513%OFF,722538073,1999-04-28,HarperCollins Publishers,352
9781405522519,book not found,,,,,,,,
9780571301751,The Rotten Heart of Europe,Bernard Connolly,ePUB,13.19,11.99,571301754,2013-01-15,Faber & Faber,480
9780297859147,book not found,,,,,,,,
9780988564107,Widdershins,Jordan L. Hawk,ePUB,6.99,,988564106,2012-12-03,Widdershins Press LLC,
9780060005443,book not found,,,,,,,,
9781407086767,The Third Man and the Fallen Idol,Graham Greene,ePUB,15.99,,1407086766,2010-10-02,Random House,160
9780241985427,book not found,,,,,,,,
9781306015974,book not found,,,,,,,,
9780463163801,Pulled by the Tail,Nancey Cummings,ePUB,5.99,,046316380X,2019-07-29,Menura Press,
9781306265362,book not found,,,,,,,,
9780297870142,Going on the Turn,Danny Baker,ePUB,12.99,,297870149,2017-10-05,Orion,288
9780575099968,Hyperion,Dan Simmons,ePUB,4.99,,575099968,5th August 2010,Orion,480
9781407070643,Without Fail,Lee Child,ePUB,16.99,,1407070649,2008-09-04,Transworld,576
9780698181502,A Study in Death,Anna Lee Huber,ePUB,11.72,10.99,698181506,2015-07-07,Penguin Publishing Group,
9780698148451,book not found,,,,,,,,
9780141991450,This Is Not A Drill,Extinction Rebellion,ePUB,14.99,,141991453,2019-06-13,Penguin Books Ltd,160
9780141369808,Arsenic For Tea,Robin Stevens,ePUB,9.99,,141369809,2016-02-25,Penguin Random House Children's UK,352
9780748125944,book not found,,,,,,,,
9780748118939,book not found,,,,,,,,
9781405921732,Nightfall Berlin,Jack Grimwood,ePUB,15.99,,1405921730,2018-05-17,Penguin Books Ltd,400
9780748121755,Naked in Death,J.D. Robb,ePUB,11.99,,748121757,2010-10-07,"Little, Brown Book Group",320
9780330465670,book not found,,,,,,,,
9780679645030,book not found,,,,,,,,
9781101549537,book not found,,,,,,,,
9780718184919,United As One,Pittacus Lore,ePUB,15.99,,718184912,2016-07-14,Penguin Books Ltd,352
9780241410745,On Fire,Naomi Klein,ePUB,18.99,,241410746,2019-09-17,Penguin Books Ltd,224
9780575086005,The Lies of Locke Lamora,Scott Lynch,ePUB,12.99,,575086009,2008-09-18,Orion,544
9781328508317,book not found,,,,,,,,
9780241304433,book not found,,,,,,,,
9780985228736,A Dirty Shame,Liliana Hart,ePUB,10.99,,985228733,2012-10-27,7th Press,
9780141923642,The Reluctant Fundamentalist,Mohsin Hamid,ePUB,15.99,,141923644,2008-04-24,Penguin Books Ltd,224
9780307489609,Playful Parenting,Lawrence J. Cohen,ePUB,25.7,20.9918%OFF,307489604,2008-11-19,Random House Publishing Group,
9781407059457,The Runaway Jury,John Grisham,ePUB,15.99,,1407059459,2010-04-21,Random House,496
9780698136779,Magic Shifts,Ilona Andrews,ePUB,14.66,11.9918%OFF,698136772,4th August 2015,Penguin Publishing Group,
9780141925073,book not found,,,,,,,,
9780748116676,The Novice,Trudi Canavan,ePUB,14.99,,748116672,2010-01-07,"Little, Brown Book Group",592
9781306265362,book not found,,,,,,,,
9780575099913,The Last Wish,Andrzej Sapkowski,ePUB,12.99,,575099917,19th August 2010,Orion,288
9780141190662,Travels with Charley,Jay Parini,ePUB,15.99,,141190663,2001-03-01,Penguin Books Ltd,240
9780141904757,Anybody Out There,Marian Keyes,ePUB,15.99,,141904755,2007-02-08,Penguin Books Ltd,608
9780748132003,A Big Boy Did It And Ran Away,Christopher Brookmyre,ePUB,12.99,,748132007,2011-06-16,"Little, Brown Book Group",512
9780748115457,The Gathering Storm,Robert Jordan,ePUB,12.99,,748115455,2010-10-07,"Little, Brown Book Group",672
9780141398211,Three Tang Dynasty Poets,Penguin Books Ltd,ePUB,4.99,,141398213,2015-02-26,Penguin Books Ltd,80
9781405528733,Burn Fat Fast,Kate Staples,ePUB,9.99,,1405528737,2013-06-06,"Little, Brown Book Group",96
9781509862344,The Man From St Petersburg,Ken Follett,Paperback,21.99,21.75,150986234X,2019-05-28,Pan Macmillan UK,464
9780748116119,Blood Rites,Jim Butcher,ePUB,11.99,,748116117,2010-03-04,"Little, Brown Book Group",464
9781407039176,Remote Control,Andy McNab,ePUB,15.99,,1407039172,2008-10-02,Transworld,512
9780575104419,Dune,Frank Herbert,ePUB,11.99,,575104414,2010-12-30,Orion,624
9780670923182,Leaders Eat Last,Simon Sinek,ePUB,16.99,,670923184,2014-01-09,Penguin Books Ltd,256
9780241187159,To Hell and Back,Ian Kershaw,ePUB,19.99,,024118715X,2015-09-24,Penguin Books Ltd,400
9780751567779,book not found,,,,,,,,
9780061801891,book not found,,,,,,,,
9780857072900,"Sister, Missing",Sophie McKenzie,ePUB,10.99,,857072900,2011-09-15,Simon & Schuster UK,1
9781351624534,Closing the Vocabulary Gap,Alex Quigley,ePUB,36.29,,1351624539,2018-04-06,Taylor & Francis,
9781405523134,The Skeleton Road,Val McDermid,ePUB,11.99,,1405523131,2014-09-11,"Little, Brown Book Group",416
9780748115686,The Glass Room,Simon Mawer,ePUB,11.99,,748115684,20th August 2009,"Little, Brown Book Group",416
9780141903958,Death of a Salesman,Arthur Miller,ePUB,10.99,,141903953,2013-05-03,Penguin Books Ltd,112
9780241235973,Seven Brief Lessons on Physics,Carlo Rovelli,ePUB,14.99,,241235979,2015-09-24,Penguin Books Ltd,96
9780330457286,book not found,,,,,,,,
9780718159023,book not found,,,,,,,,
9781118001318,book not found,,,,,,,,
9781407047966,Noughts & Crosses,Malorie Blackman,ePUB,12.99,,1407047965,2008-12-26,RHCP,512
9780857208996,A Winter Flame,Milly Johnson,ePUB,9.99,,857208993,2012-10-25,Simon & Schuster UK,416
9780141927589,Stone Cold,Robert Swindells,ePUB,12.99,,141927585,2005-01-27,Penguin Random House Children's UK,144
9780486132532,book not found,,,,,,,,
9780486113241,Paradise Lost,John Milton,ePUB,1.45,,486113248,2012-04-06,Dover Publications,480
9780857207500,The Kingmaker's Daughter,Philippa Gregory,ePUB,13.99,,857207504,16th August 2012,Simon & Schuster UK,464
9780330514507,book not found,,,,,,,,
9781101637807,The War that Saved My Life,Kimberly Brubaker Bradley,ePUB,,,1101637803,8th January 2015,,
9781250014184,book not found,,,,,,,,
9780995105003,Lady Isabella's Ogre,Emily Larkin,ePUB,7.99,,995105006,2017-12-05,Emily Larkin,
9781310514760,Viking Slave,Griff Hosker,ePUB,8.15,,1310514763,2015-05-14,Griff Hosker,
9780141924649,Journey into Fear,Eric Ambler,ePUB,15.99,,141924640,2009-05-28,Penguin Books Ltd,224
9780748110193,Northern Lights,Nora Roberts,ePUB,12.99,,748110194,2008-10-02,"Little, Brown Book Group",544
9780593054277,book not found,,,,,,,,
9780349004594,The Paying Guests,Sarah Waters,ePUB,12.99,,349004595,28th August 2014,"Little, Brown Book Group",576
9780241958346,How to be a Victorian,Ruth Goodman,ePUB,15.99,,241958342,2013-06-27,Penguin Books Ltd,400
9781101912508,book not found,,,,,,,,
9780330468466,book not found,,,,,,,,
9780007287758,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,ePUB,12.99,,7287755,2009-01-08,HarperCollins Publishers,544
9780983720201,book not found,,,,,,,,
9781310697883,book not found,,,,,,,,
9780544963429,Baby-Led Feeding,Jenna Helwig,ePUB,26.99,,544963423,2018-03-13,HarperCollins,208
9780544302341,book not found,,,,,,,,
9780759518162,Damage Control,Robert Dugoni,ePUB,17.99,,759518165,2007-02-14,Grand Central Publishing,300
9780330523332,book not found,,,,,,,,
9781405517843,Shadow Spell,Nora Roberts,ePUB,16.99,,1405517840,2014-03-25,"Little, Brown Book Group",352
9780768413793,Unlocking Destinies From the Courts of Heaven Leader's Guide,Robert Henderson,Paperback,28.5,,768413796,2017-03-21,,192
9780748109531,Sleepyhead,Mark Billingham,ePUB,12.99,,748109536,2008-09-04,"Little, Brown Book Group",432
9780141959153,Captain Hornblower R.N.,C.S. Forester,ePUB,15.99,,141959150,2000-01-01,Penguin Books Ltd,576
9780575097742,book not found,,,,,,,,
9781408894811,Tenth of December,George Saunders,Paperback,22.99,20.3511%OFF,1408894815,2017-12-01,Bloomsbury,288
9780748129270,The Dip,Seth Godin,ePUB,11.99,,748129278,2011-02-03,"Little, Brown Book Group",96
9781405930628,Liberation Square,Gareth Rubin,ePUB,15.99,,1405930624,2019-04-18,Penguin Books Ltd,400
9780964729292,The Shack,William P. Young,ePUB,19.99,,964729296,2008-06-20,Windblown Media,300
9780748109784,Red Carpets And Other Banana Skins,Rupert Everett,ePUB,12.99,,748109781,2008-09-04,"Little, Brown Book Group",416
9781306063791,book not found,,,,,,,,
9780241410967,It's Not OK to Feel Blue (and other lies),Scarlett Curtis,ePUB,12.99,,241410967,2019-10-03,Penguin Random House Children's UK,576
9780812984835,book not found,,,,,,,,
9780743218306,Mornings on Horseback,David McCullough,ePUB,12.99,,743218302,2007-05-31,Simon & Schuster,448
9780141929125,Enemy of God,Bernard Cornwell,ePUB,15.99,,014192912X,2007-11-01,Penguin Books Ltd,496
9780316531269,book not found,,,,,,,,
9780141364025,The Burning Maze (The Trials of Apollo Book 3),Rick Riordan,ePUB,9.99,,141364025,2018-05-01,Penguin Random House Children's UK,528
9780061909641,Gone,Michael Grant,ePUB,9.99,,61909645,2009-05-19,HarperCollins,576
9780141345642,book not found,,,,,,,,
9780547807683,book not found,,,,,,,,
9780141925165,The Other Side of the Dale,Gervase Phinn,ePUB,14.99,,141925167,2000-01-01,Penguin Books Ltd,288
9780755387120,Cross,James Patterson,ePUB,12.99,,755387120,2011-04-28,Headline,321
9780307271914,book not found,,,,,,,,
9780830839629,A Week in the Life of Corinth,Ben Witherington Ii,Paperback,32.96,,830839623,2012-03-30,InterVarsity Press,159
9780755348367,book not found,,,,,,,,
9780241339732,book not found,,,,,,,,
9780141966731,book not found,,,,,,,,
9781401923440,book not found,,,,,,,,
9780748115365,The Dragon Reborn,Robert Jordan,ePUB,12.99,,748115366,2009-12-15,"Little, Brown Book Group",704
9780141971568,book not found,,,,,,,,
9780486817316,The Expression of the Emotions in Man and Animal,Charles Darwin,Paperback,34.99,32.5,486817318,2018-03-01,Dover Publications Inc.,416
9780241381250,book not found,,,,,,,,
9781101032343,The Forgotten 500,Gregory A. Freeman,ePUB,23.99,19.9917%OFF,1101032340,2008-09-02,Penguin Publishing Group,336
9781409015369,The Bloody Chamber and Other Stories,Angela Carter,ePUB,15.99,,140901536X,2012-10-31,Random House,176
9780008139483,book not found,,,,,,,,
9780281064649,Revelation for Everyone,Tom Wright,ePUB,17.04,13.9918%OFF,281064644,2011-11-15,SPCK,256
9780141901251,book not found,,,,,,,,
9780755364435,book not found,,,,,,,,
9780297859680,And Furthermore,Dame Judi Dench,ePUB,11.99,,297859684,2010-10-14,Orion,320
9780141967554,book not found,,,,,,,,
9780307414281,book not found,,,,,,,,
9780571246021,book not found,,,,,,,,
9780141970172,book not found,,,,,,,,
9781407031088,book not found,,,,,,,,
9781306051705,book not found,,,,,,,,
9780307414120,book not found,,,,,,,,
9780768419580,book not found,,,,,,,,
9780830826490,book not found,,,,,,,,
9780748114368,Night Probe!,Clive Cussler,ePUB,4.99,,074811436X,2009-09-17,"Little, Brown Book Group",384
9780241979785,book not found,,,,,,,,
9780807573983,book not found,,,,,,,,
9780544340688,book not found,,,,,,,,
9780752883649,The Falls,Ian Rankin,Paperback,22.99,21.4,075288364X,2008-10-01,Orion,512
9781407044873,Double Cross,Malorie Blackman,ePUB,9.99,,1407044877,2008-12-29,Penguin Random House Children's UK,448
9780330514651,book not found,,,,,,,,
9781101609644,Mrs. Lincoln's Dressmaker,Jennifer Chiaverini,ePUB,23.99,19.9917%OFF,1101609648,2013-01-15,Penguin Publishing Group,352
9781846276842,Convenience Store Woman,Sayaka Murata,Paperback,22.99,20.3511%OFF,1846276845,2019-06-03,Granta,176
9780765397522,All Systems Red,Martha Wells,ePUB,6.22,5.99,765397528,2017-05-02,Tor Publishing Group,
9780857870216,Horus Rising,Dan Abnett,ePUB,13.99,,857870211,2014-04-24,Black Library,
9780718186838,The Sword Saint,C. F. Iggulden,ePUB,15.99,,718186834,8th August 2019,Penguin Books Ltd,384
9780807563731,book not found,,,,,,,,
9780857894823,book not found,,,,,,,,
9780743246392,book not found,,,,,,,,
9780761163985,The Essential Guide to Getting Your Book Published,Arielle Eckstut,ePUB,23.99,,761163980,2010-11-11,Workman Publishing Company,544
9780762448319,book not found,,,,,,,,
9781405513487,Night Broken,Patricia Briggs,ePUB,11.99,,1405513489,2014-03-11,"Little, Brown Book Group",352
9781106927613,book not found,,,,,,,,
9780956770028,book not found,,,,,,,,
9781101965375,Age of Swords,Michael J. Sullivan,ePUB,14.66,11.9918%OFF,1101965371,2017-07-25,Random House Worlds,
9780241355237,book not found,,,,,,,,
9780465028252,book not found,,,,,,,,
9780241985557,book not found,,,,,,,,
9780749929695,Northern Lights,Nora Roberts,Paperback,22.99,22.4,749929693,2009-06-01,Little Brown,576
9780307271914,book not found,,,,,,,,
9781405927642,Odessa Sea,Clive Cussler,ePUB,15.99,,140592764X,2016-11-17,Penguin Books Ltd,480
9780857208958,book not found,,,,,,,,
9780765376473,book not found,,,,,,,,
9780141976105,book not found,,,,,,,,
9780230714809,book not found,,,,,,,,
9780768448887,Redeeming Your Bloodline,Hrvoje Sirovina,Paperback,32.63,,768448883,2019-05-01,SOUND WISDOM,224
9780307351937,book not found,,,,,,,,
9780748115402,A Crown Of Swords,Robert Jordan,ePUB,12.99,,748115404,2010-04-20,"Little, Brown Book Group",784
9780748116577,Dead Beat,Jim Butcher,ePUB,12.99,,748116575,2010-03-04,"Little, Brown Book Group",512
9780748108596,Bitten,Kelley Armstrong,ePUB,11.99,,748108599,2008-09-04,"Little, Brown Book Group",464
9780141902142,book not found,,,,,,,,
9781529003239,book not found,,,,,,,,
9780753552049,The Spider Network,David Enrich,ePUB,18.99,,753552043,2017-03-23,Ebury Publishing,496
9780385374675,Monster Trucks!,Michael J Doolittle,ePUB,8.79,7.99,385374674,2013-07-31,Random House Children's Books,
9780761160854,The Essential Guide to Getting Your Book Published,Arielle Eckstut,Paperback,32.59,,076116085X,2010-11-04,Workman,544
9780984358113,book not found,,,,,,,,
9780007287154,Cut,Cathy Glass,ePUB,12.99,,7287151,2009-01-19,HarperCollins Publishers,320
9781409021308,book not found,,,,,,,,
9781282119154,book not found,,,,,,,,
9780753548035,My Kitchen Table,Gizzi Erskine,ePUB,14.99,,753548038,2012-01-05,Ebury Publishing,208
9780785170624,Hulk,Greg Pak,ePUB,36.66,29.9918%OFF,785170626,2014-07-30,Marvel Entertainment,
9780330466677,book not found,,,,,,,,
9781405520607,The Handsome Man's De Luxe Cafe,Alexander McCall Smith,ePUB,11.99,,1405520604,2014-09-18,"Little, Brown Book Group",256
9780994054463,book not found,,,,,,,,
9780575087873,book not found,,,,,,,,
9780141347769,book not found,,,,,,,,
9780241303566,book not found,,,,,,,,
9780755350735,The Jump,Martina Cole,ePUB,11.99,,755350731,2008-09-04,Headline,672
9780547740133,book not found,,,,,,,,
9780141976266,book not found,,,,,,,,
9781405941082,The Oracle,Clive Cussler,ePUB,14.99,,1405941081,2019-05-30,Penguin Books Ltd,400
9780283071980,book not found,,,,,,,,
9780230766112,book not found,,,,,,,,
9781405932585,Then She Vanishes,Claire Douglas,ePUB,15.99,,1405932589,2019-06-27,Penguin Books Ltd,400
9780755357215,Praetorian (Eagles of the Empire 11),Simon Scarrow,ePUB,12.99,,755357213,2011-11-10,Headline,340
9780345510440,Who,Geoff Smart,ePUB,17.14,13.9918%OFF,345510445,2008-09-30,Random House Publishing Group,
9781465458551,book not found,,,,,,,,
9780141907048,Back Home,Michelle Magorian,ePUB,9.99,,141907045,2000-01-01,Penguin Random House Children's UK,384
9780141978512,book not found,,,,,,,,
9780241981849,"Black Leopard, Red Wolf",Marlon James,ePUB,15.99,,241981840,2019-02-05,Penguin Books Ltd,640
9780356510644,The Unbound Empire,Melissa Caruso,Paperback,24.99,21.7513%OFF,356510646,2019-04-23,Little Brown,560
9780241968598,One Hundred Years of Solitude,Gabriel Garcia Marquez,ePUB,15.99,,241968593,2014-03-06,Penguin Books Ltd,432
9780316444996,"Overlord, Vol. 10 (light novel)",Kugane Maruyama,ePUB,22,20.99,316444995,2019-05-21,Yen Press,
9781407048017,Knife Edge,Malorie Blackman,ePUB,9.99,,1407048015,2008-12-26,RHCP,416
9780544373181,book not found,,,,,,,,
9781509821686,book not found,,,,,,,,
9781405530743,book not found,,,,,,,,
9780307487308,The Last Stand of the Tin Can Sailors,James D. Hornfischer,ePUB,17.14,13.9918%OFF,030748730X,2008-11-12,Random House Publishing Group,
9781509898831,Looking Good Dead,Peter James,Paperback,22.99,22.4,1509898832,2019-04-23,Pan Macmillan UK,544
9781250229847,book not found,,,,,,,,
9780141966694,Matched,Ally Condie,ePUB,9.99,,141966696,2010-12-02,Penguin Random House Children's UK,384
9781250313171,Gideon the Ninth,Tamsyn Muir,ePUB,18.47,14.9919%OFF,1250313171,2019-09-10,Tor Publishing Group,
9780743491600,Star Trek,Michael Jan Friedman,ePUB,18.99,,743491602,2003-09-01,Pocket Books/Star Trek,352
9780230714632,book not found,,,,,,,,
9780297861027,book not found,,,,,,,,
9780241984543,book not found,,,,,,,,
9780307755926,Fer-de-Lance,Rex Stout,ePUB,8.55,7.99,307755924,2010-07-21,Random House Publishing Group,
9780141904252,book not found,,,,,,,,
9780307414090,book not found,,,,,,,,
9780748113330,Alias Grace,Margaret Atwood,ePUB,12.99,,748113339,2009-09-03,"Little, Brown Book Group",560
9781306300933,book not found,,,,,,,,
9781119387565,INSPIRED,Marty Cagan,ePUB,32.99,,1119387566,2017-11-21,Wiley,368
9780141909455,Sniper One,Dan Mills,ePUB,14.99,,141909455,2008-05-15,Penguin Books Ltd,384
9780575085909,Red Seas Under Red Skies : Gentleman Bastard,Scott Lynch,ePUB,12.99,,575085908,2009-03-12,Orion,640
9780141347660,book not found,,,,,,,,
9780748117222,A Memory of Light,Robert Jordan,ePUB,11.99,,748117229,2013-04-09,"Little, Brown Book Group",768
9780999676196,book not found,,,,,,,,
9780748116607,book not found,,,,,,,,
9781405922296,Tom Clancy's True Faith and Allegiance,Mark Greaney,ePUB,15.99,,140592229X,2016-12-01,Penguin Books Ltd,496
9781407019666,book not found,,,,,,,,
9780307379962,book not found,,,,,,,,
9780141339214,book not found,,,,,,,,
9780141903491,book not found,,,,,,,,
9780544188365,book not found,,,,,,,,
9781407034478,book not found,,,,,,,,
9780761184270,book not found,,,,,,,,
9780061755668,What Every BODY is Saying,Joe Navarro,ePUB,10.99,,61755664,2009-10-13,HarperCollins,272
9780241981238,A Legacy of Spies,John le Carré,ePUB,15.99,,241981239,2017-09-07,Penguin Books Ltd,320
9780316486675,book not found,,,,,,,,
9780998601731,book not found,,,,,,,,
9780393652253,book not found,,,,,,,,
9780593074640,Shopaholic to the Rescue,Sophie Kinsella,ePUB,15.99,,593074645,22nd October 2015,Transworld,384
9780141375663,book not found,,,,,,,,
9780755353385,Rumour Has It,Jill Mansell,ePUB,12.99,,755353382,3rd May 2009,Headline,300
9781407052472,book not found,,,,,,,,
9780191579486,Logic,Graham Priest,ePUB and PDF,,,191579483,1st December 1999,Oxford University Press,128
9781405916462,One with You,Sylvia Day,ePUB,15.99,,140591646X,5th April 2016,Penguin Books Ltd,368
9780141919133,book not found,,,,,,,,
9780141931845,book not found,,,,,,,,
9780316403566,book not found,,,,,,,,
9780141956916,book not found,,,,,,,,
9780141347851,book not found,,,,,,,,
9781405939508,No One Home,Tim Weaver,ePUB,15.99,,1405939508,16th May 2019,Penguin Books Ltd,400
9780241330258,book not found,,,,,,,,
9780307271464,book not found,,,,,,,,
9781101137192,Atlas Shrugged,Ayn Rand,ePUB,13.7,11.9912%OFF,1101137193,21st April 2005,Penguin Publishing Group,1192
9780600630401,Quick Cooking for Diabetes,Louise Blair,ePUB,10.99,,600630404,22nd September 2014,Octopus,128
9780141344348,book not found,,,,,,,,
9780755350896,Centurion (Eagles of the Empire 8),Simon Scarrow,ePUB,12.99,,755350898,4th September 2008,Headline,544
9780307432865,We,Yevgeny Zamyatin,ePUB,22.29,17.9919%OFF,307432866,18th December 2007,Random House Publishing Group,
9780857201171,Underworld London,Catharine Arnold,ePUB,13.99,,857201174,5th July 2012,Simon & Schuster UK,352
9780997427738,book not found,,,,,,,,
9781401940591,book not found,,,,,,,,
9780241334690,book not found,,,,,,,,
9781401388881,The Five People You Meet in Heaven,Mitch Albom,ePUB,$13.99,,1401388884,1st April 2007,Hachette Books,208
9780755118380,book not found,,,,,,,,
9780755350872,book not found,,,,,,,,
9780307390530,book not found,,,,,,,,
9781448106899,The Godfather,Mario Puzo,ePUB,15.99,,1448106893,30th November 2012,Random House,608
9780141981796,Life 3.0,Max Tegmark,ePUB,15.99,,141981792,29th August 2017,Penguin Books Ltd,400
9781787019768,Lonely Planet's Ultimate Eatlist,Lonely Planet Food,ePUB,$27.95,,1787019764,1st August 2018,Lonely Planet Publications (eBooks),
9780141903019,Bermondsey Boy,Tommy Steele,ePUB,14.99,,141903015,5th April 2007,Penguin Books Ltd,320
9781407052564,book not found,,,,,,,,
9780547504810,Around My French Table,Dorie Greenspan,ePUB,7.99,,547504810,8th October 2010,HarperCollins,
9781401953522,The Year of Less,Cait Flanders,ePUB,2.99,,1401953522,16th January 2018,Hay House,
